
# New session started: 2016-08-25 06:09:26 (EDT)
# mode=1, expid=5, expType=0, user=0
2.3
124.77.204.163|163.204.77.124.broad.xw.sh.dynamic.163data.com.cn|Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36
1|24|0
0|12|7|1|7|10.019
1|50|4|2|4|9.291
2|12|8|3|3|4.028
3|11|5|1|1|4.302
4|50|7|6|6|3.903
CHECKPOINT|PASS
6|11|3|8|3|3.097
7|11|8|4|4|5.884
8|12|3|6|6|8.965
9|50|3|5|3|3.441
10|4|5|4|5|4.473
CHECKPOINT|PASS
12|50|1|7|1|9.327
13|4|3|6|6|10.887|18|42.551
14|12|8|4|8|10.266
15|11|2|6|6|2.188
16|12|2|7|2|3.818
17|50|3|8|3|3.656|13|11.232
18|4|3|8|3|11.604
19|4|1|5|1|7.504
20|50|3|6|6|4.471
21|4|4|8|8|5.822
22|4|2|7|2|21.588
23|4|6|2|6|6.162
24|12|2|4|2|2.96
25|50|2|7|2|3.034
26|12|6|2|6|3.393
27|4|3|5|3|3.402
28|11|7|1|1|4.223
29|11|8|1|1|12.612
30|12|1|8|1|5.558
31|12|5|4|5|9.077
32|12|5|3|5|10.242
33|4|7|6|6|8.889
34|4|1|7|1|3.864
35|11|2|4|2|3.668
36|11|3|5|3|3.06
CHECKPOINT|PASS
38|50|1|8|1|2.931|13|4.993
39|50|4|5|5|16.319
40|12|7|6|6|4.122|2|21.945
41|4|2|4|4|4.758
42|11|4|5|5|5.336
43|12|1|5|1|4.501
44|4|8|1|1|11.104
45|11|6|3|6|5.728|19|10.584
46|11|2|7|7|10.545
47|11|7|6|6|12.113
48|50|2|6|2|22.951
49|50|1|5|5|8.299
50|50|8|4|8|22.221
# Session ended successfully: 2016-08-25 06:20:30 (EDT)
