
# New session started: 2016-08-25 07:05:54 (EDT)
# mode=1, expid=21, expType=0, user=0
2.3
59.66.214.140|59.66.214.140|Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36
0|27|3
0|28|6|8|6|10.592|7|11.429
1|35|8|6|6|2.981
2|29|5|1|1|4.937
3|31|1|4|4|14.684
4|35|4|6|6|3.767
5|28|5|7|7|7.125
6|31|4|2|2|11.974
7|29|2|1|1|4.384
CHECKPOINT|PASS
9|31|8|5|8|8.619
10|31|3|2|2|7.176
11|29|4|1|4|12.498
12|35|4|2|2|4.477
13|31|6|4|6|5.643
14|29|4|2|4|5.326
15|29|8|6|8|5.367
16|29|8|3|3|6.737
17|35|3|7|3|5.311|8|19.213
18|35|8|3|3|5.603|7|9.486
19|28|6|7|6|14.978
20|28|8|3|8|13.617
21|31|2|1|2|4.736
22|29|4|6|4|4.333
23|31|3|8|3|3.788
24|28|3|7|7|4.548|8|11.142
25|29|6|7|6|4.611
26|35|1|5|1|25.376
27|35|7|5|5|4.968
28|28|2|1|2|20.777
29|31|1|5|5|3.733
30|29|2|3|3|3.839
31|29|7|5|7|3.005
32|35|1|2|1|4.187
33|31|7|3|7|6.28
34|29|3|7|3|3.302
35|35|3|2|3|3.598
36|35|4|1|4|4.337
37|35|7|6|6|3.684
38|28|5|8|5|11.37
39|28|2|4|2|3.595
40|28|1|4|1|3.109
41|31|6|8|6|3.238
42|31|6|7|7|8.529
43|28|4|6|6|5.513
44|31|5|7|7|4.074
45|28|5|1|1|3.211
CHECKPOINT|PASS
47|28|3|2|2|6.013
48|35|5|8|8|7.532
CHECKPOINT|PASS
50|29|5|8|8|2.664
# Session ended successfully: 2016-08-25 07:15:28 (EDT)
