
# New session started: 2016-08-24 23:48:07 (EDT)
# mode=1, expid=2, expType=0, user=0
2.3
111.201.51.31|111.201.51.31|Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.122 Safari/537.36 SE 2.X MetaSr 1.0
1|21|0
0|50|3|6|6|24.046
CHECKPOINT|PASS
2|50|7|8|7|7.232
3|50|4|6|4|6.571
4|12|2|1|1|13.197
5|50|8|5|8|8.548
6|4|8|5|8|6.407
7|4|2|1|1|5.626
8|4|8|1|1|8.324
9|12|6|4|6|4.419
10|50|1|6|1|4.298
11|11|8|1|1|4.8
12|50|2|1|1|16.87
CHECKPOINT|PASS
14|12|3|7|3|3.76
15|4|6|1|1|5.779|16|54.935
16|4|3|6|6|9.085
17|12|1|6|1|5.66
CHECKPOINT|PASS
19|4|7|8|7|5.911
20|4|7|3|7|4.574
21|11|8|5|8|7.13
22|4|7|2|2|8.83
23|11|6|1|1|5.028
24|4|3|4|3|4.646
25|11|8|7|7|32.328
26|4|5|4|5|3.939
27|11|5|2|2|3.407
28|12|4|5|5|4.488
29|12|3|4|3|3.958
30|50|7|3|7|7.004
31|12|7|2|2|3.527|17|27.26
32|12|8|5|5|4.61
33|50|4|3|4|3.723
34|12|1|8|1|3.978
35|12|6|3|6|6.269|17|8.858
36|12|7|8|8|4.665
37|11|4|5|4|3.862
38|50|2|7|7|4.346
39|50|5|4|4|4.622
40|11|6|3|3|7.553
41|11|2|1|1|7.362
42|4|2|5|2|4.431|17|23.069
43|12|2|5|5|5.341
44|11|6|4|6|6.813
45|4|6|4|4|11.823
46|11|3|4|3|3.742
47|11|2|7|2|5.142
48|50|2|5|2|3.738
49|50|8|1|1|3.396
50|11|7|3|3|4.63
# Session ended successfully: 2016-08-24 23:59:32 (EDT)
