
# New session started: 2016-08-25 06:17:38 (EDT)
# mode=1, expid=15, expType=0, user=0
2.3
58.60.1.93|58.60.1.93|Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.154 Safari/537.36 LBBROWSER
0|24|1
0|28|1|7|7|4.236
1|28|1|4|1|5.572
2|28|8|6|6|5.315
3|29|6|8|6|6.48
4|35|3|2|2|3.599
5|31|7|1|1|4.279
6|28|5|2|5|3.822
7|28|2|6|2|5.748|7|65.552
8|31|2|3|2|9.09
9|29|5|2|5|10.472
10|29|4|1|1|4.525|4,8|25.856
11|28|1|6|6|7.651
12|35|8|7|7|2.908
13|31|2|5|5|3.503|8|11.502
14|31|6|2|6|4.456
15|35|8|4|8|4.092
CHECKPOINT|FAIL
17|35|4|3|3|4.203
18|35|2|6|6|4.49|7,13|10.162
19|29|3|2|3|68.38
CHECKPOINT|PASS
21|29|2|6|6|5.642
22|31|8|7|8|11.428
23|29|5|7|5|4.009
24|35|5|2|2|4.204
25|31|6|1|1|3.744
26|35|8|6|6|3.794|7,13|14.462
27|31|7|5|7|10.206
28|28|4|8|8|2.757
29|29|8|4|8|2.816
30|29|5|3|3|3.032
31|28|8|7|8|2.785
32|29|7|8|8|2.365
33|28|2|3|3|2.671
34|31|3|4|3|2.655
35|28|3|4|3|2.905
36|35|4|1|1|5.208
37|35|1|7|1|8.858
38|29|3|4|3|3.234
39|35|3|5|3|4.363
40|29|6|1|1|3.212
41|28|7|5|5|3.853
42|31|8|6|6|3.729|7,16|28.557
43|35|7|5|7|3.294
CHECKPOINT|PASS
45|29|1|7|1|3.969
46|35|6|1|1|3.772
47|31|1|4|1|3.984|7,16|14.294
48|31|5|3|3|4.202
49|31|8|4|8|2.621
50|28|3|5|3|3.213
# Session ended successfully: 2016-08-25 06:27:54 (EDT)
