
# New session started: 2016-08-25 03:21:35 (EDT)
# mode=1, expid=15, expType=0, user=0
2.3
166.111.139.104|166.111.139.104|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586
1|22|1
0|31|6|1|6|3.519
1|35|7|8|8|7.008
2|29|6|2|2|4.641
3|31|7|1|7|3.212
4|35|4|8|8|3.539
5|29|4|1|4|18.152
6|28|3|2|2|7.616
7|29|5|2|2|3.078
8|28|3|4|3|4.669
9|35|3|2|2|139.916
10|35|5|2|2|3.378
11|29|7|8|8|5.345
12|31|6|2|2|8.851
13|35|7|5|5|10.55
14|31|4|3|3|11.849
15|35|3|4|3|2.757
16|31|8|4|8|4.558
17|28|8|7|7|5.095
CHECKPOINT|PASS
19|31|6|8|6|8.748
20|31|2|5|2|3.682
21|31|4|1|4|2.734
22|35|6|1|1|6.623
23|35|1|4|1|6.18
24|29|8|6|8|3.173|19|24.809
25|28|2|5|2|5.553
26|28|8|4|8|4.724
27|29|5|3|3|3.832
28|31|3|5|3|20.663
29|31|8|7|7|4.998
CHECKPOINT|PASS
31|35|5|3|3|4.448
CHECKPOINT|PASS
33|31|7|5|7|4.06
34|35|1|7|1|8.836
35|29|7|1|7|10.128
36|29|2|3|3|4.219
37|28|5|7|7|3.173
38|28|1|4|1|2.525
39|29|5|7|7|4.051
40|28|1|6|1|5.167
41|35|6|2|2|3.098
42|28|6|8|6|2.474
43|29|4|8|4|5.449
44|31|2|3|2|3.743
45|29|3|4|3|2.698
46|29|6|1|1|2.026
47|28|1|7|7|3.435
48|28|3|5|5|4.446
49|28|2|6|2|8.177
50|35|6|8|6|3.531
# Session ended successfully: 2016-08-25 03:29:36 (EDT)
