
# New session started: 2016-08-25 02:50:01 (EDT)
# mode=1, expid=12, expType=0, user=0
2.3
182.106.109.231|182.106.109.231|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393
0|18|0
0|24|4|5|5|31.954
1|23|8|4|4|36.977
2|23|3|8|3|14.503
CHECKPOINT|PASS
4|23|5|4|4|17.825|7|23.397
5|23|1|5|5|15.217
6|23|1|8|8|6.131
7|14|1|5|1|23.119
8|14|3|8|8|45.291|16|23.019
CHECKPOINT|PASS
10|21|3|5|3|17.501
11|24|5|3|3|34.149
12|21|6|7|6|7.459
13|24|8|1|1|9.305
14|21|1|5|1|8.469
15|24|7|1|7|29.661
16|21|4|8|4|15.615
17|14|7|1|7|15.301
18|23|7|6|7|12.606
19|23|1|7|7|9.727|16|10.131
CHECKPOINT|FAIL
21|14|4|8|4|9.757
22|24|2|4|2|14.377
23|14|8|1|8|4.823
24|24|6|2|2|14.288
25|14|4|2|4|7.073
26|14|5|4|4|4.26|17|72.921
27|21|1|8|1|5.299
28|23|7|2|2|16.617
29|24|4|8|4|10.687
30|23|5|3|3|6.275
31|21|2|7|2|3.648
32|14|3|5|3|3.112
33|14|2|7|7|2.357
34|14|2|6|6|2.379
35|21|6|2|6|3.299
36|21|6|3|6|3.088
37|14|7|6|6|2.679|17|45.571
38|21|3|8|3|7.713
39|24|1|5|5|15.081
40|24|3|6|6|10.646
41|24|6|7|6|20.183
42|24|2|7|7|29.134|1|20.758
43|23|6|2|6|11.077
44|23|2|4|4|13.386
45|14|6|3|6|15.193
46|21|5|4|5|33.108
47|23|6|3|3|21.29
48|21|2|4|2|3.645
49|24|8|3|8|3.685
50|21|7|1|7|17.24
# Session ended successfully: 2016-08-25 03:11:31 (EDT)
