
# New session started: 2016-08-25 04:25:47 (EDT)
# mode=1, expid=23, expType=0, user=0
2.3
14.123.219.88|14.123.219.88|Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36
0|24|0
0|49|5|8|8|11.502
1|39|5|4|4|10.781
2|39|3|4|4|10.039
3|45|1|2|2|5.087
4|49|1|6|1|7.03
5|39|6|3|3|5.342|16|73.133
6|45|1|6|6|8.163
7|49|4|5|5|11.461
8|45|5|4|4|16.6
9|49|8|1|1|3.94
10|5|3|6|3|4.529
11|39|5|8|8|3.575
12|39|6|4|4|2.518
13|39|8|1|8|4.007
14|49|7|8|8|2.365
15|49|6|3|3|2.211|16|7.104
16|39|6|1|1|7.987|19|6.4
17|39|5|2|2|5.536
18|49|7|2|2|2.588
19|49|2|5|2|8.786
CHECKPOINT|PASS
CHECKPOINT|PASS
22|45|3|7|7|5.378
23|5|1|8|1|4.948
24|5|7|2|7|8.781|19|8.102
25|5|4|6|6|6.43
26|39|8|7|7|8.341
27|45|1|8|8|3.028
28|49|3|7|7|3.247
29|39|7|3|3|3.738
30|45|8|7|7|2.297
31|45|5|8|5|3.935
32|5|5|2|2|3.533
33|5|8|7|7|3.734
34|45|2|5|2|2.787|9|9.443
35|49|6|4|4|3.625
36|5|7|3|3|2.747
37|45|6|4|4|2.409
38|5|3|4|3|7.67
39|39|2|7|2|10.303
40|49|2|1|1|3.51
41|45|3|4|4|3.935
CHECKPOINT|PASS
43|45|7|2|2|2.568
44|49|4|3|3|4.593
45|5|4|5|5|5.659
46|39|2|1|2|4.029
47|5|1|2|2|2.009
48|5|1|6|6|4.332
49|45|3|6|3|3.38
50|5|5|8|8|3.908
# Session ended successfully: 2016-08-25 04:34:45 (EDT)
